"Field","Date","N"
"Proteomics",2022-03-01,0
"Proteomics",2022-04-01,0
"Proteomics",2022-05-01,0
"Proteomics",2022-06-01,0
"Proteomics",2022-07-01,0
"Proteomics",2022-08-01,0
"Proteomics",2022-09-01,0
"Proteomics",2022-10-01,0
"Proteomics",2022-11-01,0
"Proteomics",2022-12-01,0
"Proteomics",2021-01-01,0
"Proteomics",2021-02-01,0
"Proteomics",2021-03-01,0
"Proteomics",2021-04-01,0
"Proteomics",2021-05-01,0
"Proteomics",2021-06-01,0
"Proteomics",2021-07-01,0
"Proteomics",2021-08-01,0
"Proteomics",2021-09-01,0
"Proteomics",2021-10-01,0
"Proteomics",2021-11-01,0
"Proteomics",2021-12-01,0
"Proteomics",2020-01-01,0
"Proteomics",2020-02-01,0
"Proteomics",2020-03-01,0
"Proteomics",2020-04-01,0
"Proteomics",2020-05-01,0
"Proteomics",2020-06-01,0
"Proteomics",2020-07-01,0
"Proteomics",2020-08-01,0
"Proteomics",2020-09-01,0
"Proteomics",2020-10-01,0
"Proteomics",2020-11-01,0
"Proteomics",2020-12-01,0
"Proteomics",2019-01-01,0
"Proteomics",2019-02-01,0
"Proteomics",2019-03-01,0
"Proteomics",2019-04-01,0
"Proteomics",2019-05-01,0
"Proteomics",2019-06-01,0
"Proteomics",2019-07-01,0
"Proteomics",2019-08-01,0
"Proteomics",2019-09-01,0
"Proteomics",2019-10-01,0
"Proteomics",2019-11-01,0
"Proteomics",2019-12-01,0
"Proteomics",2018-01-01,0
"Proteomics",2018-02-01,0
"Proteomics",2018-03-01,0
"Proteomics",2018-04-01,0
"Proteomics",2018-05-01,0
"Proteomics",2018-06-01,0
"Proteomics",2018-07-01,0
"Proteomics",2018-08-01,0
"Proteomics",2018-09-01,0
"Proteomics",2018-10-01,0
"Proteomics",2018-11-01,0
"Proteomics",2018-12-01,0
"Proteomics",2017-01-01,0
"Proteomics",2017-02-01,0
"Proteomics",2017-03-01,0
"Proteomics",2017-04-01,0
"Proteomics",2017-05-01,0
"Proteomics",2017-06-01,0
"Proteomics",2017-07-01,0
"Proteomics",2017-08-01,0
"Proteomics",2017-09-01,0
"Proteomics",2017-10-01,0
"Proteomics",2017-11-01,0
"Proteomics",2017-12-01,0
"Proteomics",2016-01-01,0
"Proteomics",2016-02-01,0
"Proteomics",2016-03-01,0
"Proteomics",2016-04-01,0
"Proteomics",2016-05-01,0
"Proteomics",2016-06-01,0
"Proteomics",2016-07-01,0
"Proteomics",2016-08-01,0
"Proteomics",2016-09-01,0
"Proteomics",2016-10-01,0
"Proteomics",2016-11-01,0
"Proteomics",2016-12-01,0
"Proteomics",2015-01-01,0
"Proteomics",2015-02-01,0
"Proteomics",2015-03-01,0
"Proteomics",2015-04-01,0
"Proteomics",2015-05-01,0
"Proteomics",2015-06-01,0
"Proteomics",2015-07-01,0
"Proteomics",2015-08-01,0
"Proteomics",2015-09-01,0
"Proteomics",2015-10-01,0
"Proteomics",2015-11-01,0
"Proteomics",2015-12-01,0
"Proteomics",2014-01-01,0
"Proteomics",2014-02-01,0
"Proteomics",2014-03-01,0
"Proteomics",2014-04-01,0
"Proteomics",2014-05-01,0
"Proteomics",2014-06-01,0
"Proteomics",2014-07-01,0
"Proteomics",2014-08-01,0
"Proteomics",2014-09-01,0
"Proteomics",2014-10-01,0
"Proteomics",2014-11-01,0
"Proteomics",2014-12-01,0
"Proteomics",2013-01-01,0
"Proteomics",2013-02-01,0
"Proteomics",2013-03-01,0
"Proteomics",2013-04-01,0
"Proteomics",2013-05-01,0
"Proteomics",2013-06-01,0
"Proteomics",2013-07-01,0
"Proteomics",2013-08-01,0
"Proteomics",2013-09-01,0
"Proteomics",2013-10-01,0
"Proteomics",2013-11-01,0
"Proteomics",2013-12-01,0
"Proteomics",2012-01-01,0
"Proteomics",2012-02-01,0
"Proteomics",2012-03-01,0
"Proteomics",2012-04-01,0
"Proteomics",2012-05-01,0
"Proteomics",2012-06-01,0
"Proteomics",2012-07-01,0
"Proteomics",2012-08-01,0
"Proteomics",2012-09-01,0
"Proteomics",2012-10-01,0
"Proteomics",2012-11-01,0
"Proteomics",2012-12-01,0
"Proteomics",2011-01-01,0
"Proteomics",2011-02-01,0
"Proteomics",2011-03-01,0
"Proteomics",2011-04-01,0
"Proteomics",2011-05-01,0
"Proteomics",2011-06-01,0
"Proteomics",2011-07-01,0
"Proteomics",2011-08-01,0
"Proteomics",2011-09-01,0
"Proteomics",2011-10-01,0
"Proteomics",2011-11-01,0
"Proteomics",2011-12-01,0
"Proteomics",2010-01-01,0
"Proteomics",2010-02-01,0
"Proteomics",2010-03-01,0
"Proteomics",2010-04-01,0
"Proteomics",2010-05-01,0
"Proteomics",2010-06-01,0
"Proteomics",2010-07-01,0
"Proteomics",2010-08-01,0
"Proteomics",2010-09-01,0
"Proteomics",2010-10-01,0
"Proteomics",2010-11-01,0
"Proteomics",2010-12-01,0
"Proteomics",2009-01-01,0
"Proteomics",2009-02-01,0
"Proteomics",2009-03-01,0
"Proteomics",2009-04-01,0
"Proteomics",2009-05-01,0
"Proteomics",2009-06-01,0
"Proteomics",2009-07-01,0
"Proteomics",2009-08-01,0
"Proteomics",2009-09-01,0
"Proteomics",2009-10-01,0
"Proteomics",2009-11-01,0
"Proteomics",2009-12-01,0
"Single-cell",2026-01-01,23
"Single-cell",2026-02-01,23
"Single-cell",2026-03-01,23
"Single-cell",2026-04-01,23
"Single-cell",2026-05-01,23
"Single-cell",2025-01-01,23
"Single-cell",2025-02-01,23
"Single-cell",2025-03-01,23
"Single-cell",2025-04-01,23
"Single-cell",2025-05-01,23
"Single-cell",2025-06-01,23
"Single-cell",2025-07-01,23
"Single-cell",2025-08-01,23
"Single-cell",2025-09-01,23
"Single-cell",2025-10-01,23
"Single-cell",2025-11-01,23
"Single-cell",2025-12-01,23
"Single-cell",2024-01-01,23
"Single-cell",2024-02-01,23
"Single-cell",2024-03-01,23
"Single-cell",2024-04-01,23
"Single-cell",2024-05-01,23
"Single-cell",2024-06-01,23
"Single-cell",2024-07-01,23
"Single-cell",2024-08-01,23
"Single-cell",2024-09-01,23
"Single-cell",2024-10-01,23
"Single-cell",2024-11-01,23
"Single-cell",2024-12-01,23
"Single-cell",2023-01-01,20
"Single-cell",2023-02-01,20
"Single-cell",2023-03-01,20
"Single-cell",2023-04-01,20
"Single-cell",2023-05-01,20
"Single-cell",2023-06-01,20
"Single-cell",2023-07-01,21
"Single-cell",2023-08-01,21
"Single-cell",2023-09-01,21
"Single-cell",2023-10-01,21
"Single-cell",2023-11-01,22
"Single-cell",2023-12-01,23
"Single-cell",2022-01-01,17
"Single-cell",2022-02-01,17
"Single-cell",2022-03-01,17
"Single-cell",2022-04-01,18
"Single-cell",2022-05-01,18
"Single-cell",2022-06-01,18
"Single-cell",2022-07-01,18
"Single-cell",2022-08-01,18
"Single-cell",2022-09-01,19
"Single-cell",2022-10-01,20
"Single-cell",2022-11-01,20
"Single-cell",2022-12-01,20
"Single-cell",2021-01-01,14
"Single-cell",2021-02-01,14
"Single-cell",2021-03-01,14
"Single-cell",2021-04-01,14
"Single-cell",2021-05-01,15
"Single-cell",2021-06-01,15
"Single-cell",2021-07-01,15
"Single-cell",2021-08-01,15
"Single-cell",2021-09-01,16
"Single-cell",2021-10-01,17
"Single-cell",2021-11-01,17
"Single-cell",2021-12-01,17
"Single-cell",2020-01-01,11
"Single-cell",2020-02-01,11
"Single-cell",2020-03-01,11
"Single-cell",2020-04-01,12
"Single-cell",2020-05-01,12
"Single-cell",2020-06-01,12
"Single-cell",2020-07-01,12
"Single-cell",2020-08-01,12
"Single-cell",2020-09-01,12
"Single-cell",2020-10-01,14
"Single-cell",2020-11-01,14
"Single-cell",2020-12-01,14
"Single-cell",2019-01-01,9
"Single-cell",2019-02-01,9
"Single-cell",2019-03-01,9
"Single-cell",2019-04-01,9
"Single-cell",2019-05-01,9
"Single-cell",2019-06-01,9
"Single-cell",2019-07-01,10
"Single-cell",2019-08-01,10
"Single-cell",2019-09-01,11
"Single-cell",2019-10-01,11
"Single-cell",2019-11-01,11
"Single-cell",2019-12-01,11
"Single-cell",2018-01-01,4
"Single-cell",2018-02-01,4
"Single-cell",2018-03-01,5
"Single-cell",2018-04-01,7
"Single-cell",2018-05-01,7
"Single-cell",2018-06-01,7
"Single-cell",2018-07-01,7
"Single-cell",2018-08-01,8
"Single-cell",2018-09-01,8
"Single-cell",2018-10-01,8
"Single-cell",2018-11-01,9
"Single-cell",2018-12-01,9
"Single-cell",2017-01-01,2
"Single-cell",2017-02-01,2
"Single-cell",2017-03-01,2
"Single-cell",2017-04-01,2
"Single-cell",2017-05-01,2
"Single-cell",2017-06-01,3
"Single-cell",2017-07-01,4
"Single-cell",2017-08-01,4
"Single-cell",2017-09-01,4
"Single-cell",2017-10-01,4
"Single-cell",2017-11-01,4
"Single-cell",2017-12-01,4
"Single-cell",2016-01-01,0
"Single-cell",2016-02-01,0
"Single-cell",2016-03-01,0
"Single-cell",2016-04-01,0
"Single-cell",2016-05-01,0
"Single-cell",2016-06-01,0
"Single-cell",2016-07-01,1
"Single-cell",2016-08-01,1
"Single-cell",2016-09-01,1
"Single-cell",2016-10-01,1
"Single-cell",2016-11-01,1
"Single-cell",2016-12-01,2
"Single-cell",2015-01-01,0
"Single-cell",2015-02-01,0
"Single-cell",2015-03-01,0
"Single-cell",2015-04-01,0
"Single-cell",2015-05-01,0
"Single-cell",2015-06-01,0
"Single-cell",2015-07-01,0
"Single-cell",2015-08-01,0
"Single-cell",2015-09-01,0
"Single-cell",2015-10-01,0
"Single-cell",2015-11-01,0
"Single-cell",2015-12-01,0
"Single-cell",2014-01-01,0
"Single-cell",2014-02-01,0
"Single-cell",2014-03-01,0
"Single-cell",2014-04-01,0
"Single-cell",2014-05-01,0
"Single-cell",2014-06-01,0
"Single-cell",2014-07-01,0
"Single-cell",2014-08-01,0
"Single-cell",2014-09-01,0
"Single-cell",2014-10-01,0
"Single-cell",2014-11-01,0
"Single-cell",2014-12-01,0
"Single-cell",2013-01-01,0
"Single-cell",2013-02-01,0
"Single-cell",2013-03-01,0
"Single-cell",2013-04-01,0
"Single-cell",2013-05-01,0
"Single-cell",2013-06-01,0
"Single-cell",2013-07-01,0
"Single-cell",2013-08-01,0
"Single-cell",2013-09-01,0
"Single-cell",2013-10-01,0
"Single-cell",2013-11-01,0
"Single-cell",2013-12-01,0
"Single-cell",2012-01-01,0
"Single-cell",2012-02-01,0
"Single-cell",2012-03-01,0
"Single-cell",2012-04-01,0
"Single-cell",2012-05-01,0
"Single-cell",2012-06-01,0
"Single-cell",2012-07-01,0
"Single-cell",2012-08-01,0
"Single-cell",2012-09-01,0
"Single-cell",2012-10-01,0
"Single-cell",2012-11-01,0
"Single-cell",2012-12-01,0
"Single-cell",2011-01-01,0
"Single-cell",2011-02-01,0
"Single-cell",2011-03-01,0
"Single-cell",2011-04-01,0
"Single-cell",2011-05-01,0
"Single-cell",2011-06-01,0
"Single-cell",2011-07-01,0
"Single-cell",2011-08-01,0
"Single-cell",2011-09-01,0
"Single-cell",2011-10-01,0
"Single-cell",2011-11-01,0
"Single-cell",2011-12-01,0
"Single-cell",2010-01-01,0
"Single-cell",2010-02-01,0
"Single-cell",2010-03-01,0
"Single-cell",2010-04-01,0
"Single-cell",2010-05-01,0
"Single-cell",2010-06-01,0
"Single-cell",2010-07-01,0
"Single-cell",2010-08-01,0
"Single-cell",2010-09-01,0
"Single-cell",2010-10-01,0
"Single-cell",2010-11-01,0
"Single-cell",2010-12-01,0
"Single-cell",2009-01-01,0
"Single-cell",2009-02-01,0
"Single-cell",2009-03-01,0
"Single-cell",2009-04-01,0
"Single-cell",2009-05-01,0
"Single-cell",2009-06-01,0
"Single-cell",2009-07-01,0
"Single-cell",2009-08-01,0
"Single-cell",2009-09-01,0
"Single-cell",2009-10-01,0
"Single-cell",2009-11-01,0
"Single-cell",2009-12-01,0
"Transcriptomics",2026-01-01,17
"Transcriptomics",2026-02-01,17
"Transcriptomics",2026-03-01,17
"Transcriptomics",2026-04-01,17
"Transcriptomics",2026-05-01,17
"Transcriptomics",2025-01-01,16
"Transcriptomics",2025-02-01,16
"Transcriptomics",2025-03-01,16
"Transcriptomics",2025-04-01,17
"Transcriptomics",2025-05-01,17
"Transcriptomics",2025-06-01,17
"Transcriptomics",2025-07-01,17
"Transcriptomics",2025-08-01,17
"Transcriptomics",2025-09-01,17
"Transcriptomics",2025-10-01,17
"Transcriptomics",2025-11-01,17
"Transcriptomics",2025-12-01,17
"Transcriptomics",2024-01-01,15
"Transcriptomics",2024-02-01,15
"Transcriptomics",2024-03-01,15
"Transcriptomics",2024-04-01,15
"Transcriptomics",2024-05-01,15
"Transcriptomics",2024-06-01,16
"Transcriptomics",2024-07-01,16
"Transcriptomics",2024-08-01,16
"Transcriptomics",2024-09-01,16
"Transcriptomics",2024-10-01,16
"Transcriptomics",2024-11-01,16
"Transcriptomics",2024-12-01,16
"Transcriptomics",2023-01-01,14
"Transcriptomics",2023-02-01,14
"Transcriptomics",2023-03-01,14
"Transcriptomics",2023-04-01,14
"Transcriptomics",2023-05-01,14
"Transcriptomics",2023-06-01,14
"Transcriptomics",2023-07-01,14
"Transcriptomics",2023-08-01,15
"Transcriptomics",2023-09-01,15
"Transcriptomics",2023-10-01,15
"Transcriptomics",2023-11-01,15
"Transcriptomics",2023-12-01,15
"Transcriptomics",2022-01-01,12
"Transcriptomics",2022-02-01,12
"Transcriptomics",2022-03-01,12
"Transcriptomics",2022-04-01,12
"Transcriptomics",2022-05-01,12
"Transcriptomics",2022-06-01,12
"Transcriptomics",2022-07-01,12
"Transcriptomics",2022-08-01,12
"Transcriptomics",2022-09-01,14
"Transcriptomics",2022-10-01,14
"Transcriptomics",2022-11-01,14
"Transcriptomics",2022-12-01,14
"Transcriptomics",2021-01-01,8
"Transcriptomics",2021-02-01,8
"Transcriptomics",2021-03-01,8
"Transcriptomics",2021-04-01,8
"Transcriptomics",2021-05-01,10
"Transcriptomics",2021-06-01,10
"Transcriptomics",2021-07-01,10
"Transcriptomics",2021-08-01,10
"Transcriptomics",2021-09-01,10
"Transcriptomics",2021-10-01,11
"Transcriptomics",2021-11-01,12
"Transcriptomics",2021-12-01,12
"Transcriptomics",2020-01-01,3
"Transcriptomics",2020-02-01,3
"Transcriptomics",2020-03-01,3
"Transcriptomics",2020-04-01,4
"Transcriptomics",2020-05-01,4
"Transcriptomics",2020-06-01,4
"Transcriptomics",2020-07-01,5
"Transcriptomics",2020-08-01,5
"Transcriptomics",2020-09-01,5
"Transcriptomics",2020-10-01,8
"Transcriptomics",2020-11-01,8
"Transcriptomics",2020-12-01,8
"Transcriptomics",2019-01-01,1
"Transcriptomics",2019-02-01,1
"Transcriptomics",2019-03-01,1
"Transcriptomics",2019-04-01,2
"Transcriptomics",2019-05-01,2
"Transcriptomics",2019-06-01,2
"Transcriptomics",2019-07-01,2
"Transcriptomics",2019-08-01,2
"Transcriptomics",2019-09-01,2
"Transcriptomics",2019-10-01,3
"Transcriptomics",2019-11-01,3
"Transcriptomics",2019-12-01,3
"Transcriptomics",2018-01-01,0
"Transcriptomics",2018-02-01,0
"Transcriptomics",2018-03-01,0
"Transcriptomics",2018-04-01,1
"Transcriptomics",2018-05-01,1
"Transcriptomics",2018-06-01,1
"Transcriptomics",2018-07-01,1
"Transcriptomics",2018-08-01,1
"Transcriptomics",2018-09-01,1
"Transcriptomics",2018-10-01,1
"Transcriptomics",2018-11-01,1
"Transcriptomics",2018-12-01,1
"Transcriptomics",2017-01-01,0
"Transcriptomics",2017-02-01,0
"Transcriptomics",2017-03-01,0
"Transcriptomics",2017-04-01,0
"Transcriptomics",2017-05-01,0
"Transcriptomics",2017-06-01,0
"Transcriptomics",2017-07-01,0
"Transcriptomics",2017-08-01,0
"Transcriptomics",2017-09-01,0
"Transcriptomics",2017-10-01,0
"Transcriptomics",2017-11-01,0
"Transcriptomics",2017-12-01,0
"Transcriptomics",2016-01-01,0
"Transcriptomics",2016-02-01,0
"Transcriptomics",2016-03-01,0
"Transcriptomics",2016-04-01,0
"Transcriptomics",2016-05-01,0
"Transcriptomics",2016-06-01,0
"Transcriptomics",2016-07-01,0
"Transcriptomics",2016-08-01,0
"Transcriptomics",2016-09-01,0
"Transcriptomics",2016-10-01,0
"Transcriptomics",2016-11-01,0
"Transcriptomics",2016-12-01,0
"Transcriptomics",2015-01-01,0
"Transcriptomics",2015-02-01,0
"Transcriptomics",2015-03-01,0
"Transcriptomics",2015-04-01,0
"Transcriptomics",2015-05-01,0
"Transcriptomics",2015-06-01,0
"Transcriptomics",2015-07-01,0
"Transcriptomics",2015-08-01,0
"Transcriptomics",2015-09-01,0
"Transcriptomics",2015-10-01,0
"Transcriptomics",2015-11-01,0
"Transcriptomics",2015-12-01,0
"Transcriptomics",2014-01-01,0
"Transcriptomics",2014-02-01,0
"Transcriptomics",2014-03-01,0
"Transcriptomics",2014-04-01,0
"Transcriptomics",2014-05-01,0
"Transcriptomics",2014-06-01,0
"Transcriptomics",2014-07-01,0
"Transcriptomics",2014-08-01,0
"Transcriptomics",2014-09-01,0
"Transcriptomics",2014-10-01,0
"Transcriptomics",2014-11-01,0
"Transcriptomics",2014-12-01,0
"Transcriptomics",2013-01-01,0
"Transcriptomics",2013-02-01,0
"Transcriptomics",2013-03-01,0
"Transcriptomics",2013-04-01,0
"Transcriptomics",2013-05-01,0
"Transcriptomics",2013-06-01,0
"Transcriptomics",2013-07-01,0
"Transcriptomics",2013-08-01,0
"Transcriptomics",2013-09-01,0
"Transcriptomics",2013-10-01,0
"Transcriptomics",2013-11-01,0
"Transcriptomics",2013-12-01,0
"Transcriptomics",2012-01-01,0
"Transcriptomics",2012-02-01,0
"Transcriptomics",2012-03-01,0
"Transcriptomics",2012-04-01,0
"Transcriptomics",2012-05-01,0
"Transcriptomics",2012-06-01,0
"Transcriptomics",2012-07-01,0
"Transcriptomics",2012-08-01,0
"Transcriptomics",2012-09-01,0
"Transcriptomics",2012-10-01,0
"Transcriptomics",2012-11-01,0
"Transcriptomics",2012-12-01,0
"Transcriptomics",2011-01-01,0
"Transcriptomics",2011-02-01,0
"Transcriptomics",2011-03-01,0
"Transcriptomics",2011-04-01,0
"Transcriptomics",2011-05-01,0
"Transcriptomics",2011-06-01,0
"Transcriptomics",2011-07-01,0
"Transcriptomics",2011-08-01,0
"Transcriptomics",2011-09-01,0
"Transcriptomics",2011-10-01,0
"Transcriptomics",2011-11-01,0
"Transcriptomics",2011-12-01,0
"Transcriptomics",2010-01-01,0
"Transcriptomics",2010-02-01,0
"Transcriptomics",2010-03-01,0
"Transcriptomics",2010-04-01,0
"Transcriptomics",2010-05-01,0
"Transcriptomics",2010-06-01,0
"Transcriptomics",2010-07-01,0
"Transcriptomics",2010-08-01,0
"Transcriptomics",2010-09-01,0
"Transcriptomics",2010-10-01,0
"Transcriptomics",2010-11-01,0
"Transcriptomics",2010-12-01,0
"Transcriptomics",2009-01-01,0
"Transcriptomics",2009-02-01,0
"Transcriptomics",2009-03-01,0
"Transcriptomics",2009-04-01,0
"Transcriptomics",2009-05-01,0
"Transcriptomics",2009-06-01,0
"Transcriptomics",2009-07-01,0
"Transcriptomics",2009-08-01,0
"Transcriptomics",2009-09-01,0
"Transcriptomics",2009-10-01,0
"Transcriptomics",2009-11-01,0
"Transcriptomics",2009-12-01,0
